full_id,osm_id,highway,name:trivia,name,name:processed,old_name:processed
w36727298,36727298,residential,Ngõ 193 Phố Bồ Đề - Bồ Đề,Ngõ 193 Phố Bồ Đề,Bồ Đề,
w36727299,36727299,residential,Ngõ 77 Phố Lâm Hạ - Bồ Đề,Ngõ 77 Phố Lâm Hạ,Lâm Hạ,
w36727303,36727303,residential,Ngõ 92 Đường Nguyễn Sơn - Bồ Đề,Ngõ 92 Đường Nguyễn Sơn,Nguyễn Sơn,
w36727305,36727305,residential,,"Dãy B12, B13",Other,
w36727307,36727307,residential,Ngách 97/1 Đường Gia Thượng - Việt Hưng,Ngách 97/1 Đường Gia Thượng,Gia Thượng,
w36727308,36727308,residential,,,,
w36727310,36727310,residential,,,,
w36727312,36727312,residential,Ngõ 377 Đường Bát Khối - Long Biên,Ngõ 377 Đường Bát Khối,Bát Khối,
w36727315,36727315,service,Ngách 64/15 Phố Tân Thuỵ - Phúc Lợi,Ngách 64/15 Phố Tân Thuỵ,Tân Thuỵ,
w36727318,36727318,residential,,,,
w36727319,36727319,service,Ngách 318/8 Đường Ngọc Thuỵ - Bồ Đề,Ngách 318/8 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727322,36727322,service,,,,
w36727323,36727323,service,,,,
w36727324,36727324,service,Ngõ 114 Phố Nguyễn Lam - Phúc Lợi,Ngõ 114 Phố Nguyễn Lam,Nguyễn Lam,
w36727326,36727326,residential,Ngõ 55 Phố Gia Thượng - Bồ Đề,Ngõ 55 Phố Gia Thượng,Gia Thượng,
w36727327,36727327,service,,,,
w36727328,36727328,service,Ngách 29/34 Phố Thượng Thanh - Việt Hưng,Ngách 29/34 Phố Thượng Thanh,Thượng Thanh,
w36727329,36727329,residential,Ngõ 81 Phố Đức Giang - Việt Hưng,Ngõ 81 Phố Đức Giang,Đức Giang,
w36727330,36727330,residential,,,,
w36727332,36727332,service,,,,
w36727334,36727334,residential,Ngõ 466 Đường Ngô Gia Tự - Việt Hưng,Ngõ 466 Đường Ngô Gia Tự,Ngô Gia Tự,
w36727335,36727335,residential,,,,
w36727338,36727338,tertiary,Ngõ 85 Phố Vũ Đức Thận - Việt Hưng,Ngõ 85 Phố Vũ Đức Thận,Vũ Đức Thận,
w36727340,36727340,residential,Ngõ 129 Phố Mai Phúc - Phúc Lợi,Ngõ 129 Phố Mai Phúc,Mai Phúc,
w36727341,36727341,service,Ngách 97/27 Phố Đức Giang - Việt Hưng,Ngách 97/27 Phố Đức Giang,Đức Giang,
w36727343,36727343,service,Ngõ 102 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 102 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727344,36727344,residential,,,,
w36727346,36727346,residential,Ngõ 29 Phố Trạm - Long Biên,Ngõ 29 Phố Trạm,Trạm (Long Biên),
w36727347,36727347,residential,,,,
w36727349,36727349,service,,,,
w36727350,36727350,service,,,,
w36727352,36727352,residential,Ngõ 323 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 323 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727353,36727353,residential,Ngõ 465 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 465 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727354,36727354,residential,Ngách 157/16 Phố Đức Giang - Việt Hưng,Ngách 157/16 Phố Đức Giang,Đức Giang,
w36727355,36727355,service,,,,
w36727356,36727356,service,,,,
w36727357,36727357,secondary,Phố Trường Lâm - Việt Hưng,Phố Trường Lâm,Trường Lâm,
w36727358,36727358,residential,Ngõ 305 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 305 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727360,36727360,residential,,,,
w36727361,36727361,residential,,,,
w36727362,36727362,service,,,,
w36727366,36727366,residential,Ngõ 313 Đường Ngọc Lâm - Bồ Đề,Ngõ 313 Đường Ngọc Lâm,Ngọc Lâm,
w36727367,36727367,residential,,,,
w36727368,36727368,residential,Phố Phú Viên - Bồ Đề,Phố Phú Viên,Phú Viên,
w36727371,36727371,service,Ngõ 1 Đường Long Biên - Bồ Đề,Ngõ 1 Đường Long Biên,Long Biên,
w36727372,36727372,service,Ngách 54/24 Phố Kim Quan Thượng - Việt Hưng,Ngách 54/24 Phố Kim Quan Thượng,Kim Quan Thượng,
w36727373,36727373,residential,Ngõ 140 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 140 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727375,36727375,residential,Hẻm 44/58/11 Phố Đức Giang - Việt Hưng,Hẻm 44/58/11 Phố Đức Giang,Đức Giang,
w36727377,36727377,service,,,,
w36727378,36727378,service,,,,
w36727379,36727379,service,Ngách 93/46 Phố Chu Huy Mân - Phúc Lợi,Ngách 93/46 Phố Chu Huy Mân,Chu Huy Mân,
w36727380,36727380,residential,Ngõ 143 Phố Hoàng Như Tiếp - Bồ Đề,Ngõ 143 Phố Hoàng Như Tiếp,Hoàng Như Tiếp,
w36727381,36727381,service,,,,
w36727382,36727382,service,,,,
w36727383,36727383,service,,,,
w36727384,36727384,service,,,,
w36727386,36727386,service,Ngách 99/59 Phố Chu Huy Mân - Phúc Lợi,Ngách 99/59 Phố Chu Huy Mân,Chu Huy Mân,
w36727387,36727387,service,Ngách 268/2 Đường Ngọc Thuỵ - Bồ Đề,Ngách 268/2 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727389,36727389,residential,,,,
w36727391,36727391,service,,,,
w36727392,36727392,service,,,,
w36727394,36727394,service,,,,
w36727397,36727397,residential,Ngách 56/8 Phố Thạch Cầu - Long Biên,Ngách 56/8 Phố Thạch Cầu,Thạch Cầu,
w36727399,36727399,residential,,,,
w36727403,36727403,residential,,,,
w36727404,36727404,residential,Ngách 9/8 Phố Ô Cách - Việt Hưng,Ngách 9/8 Phố Ô Cách,Ô Cách,
w36727405,36727405,residential,Ngách 176 Ngõ Thống Nhất - Long Biên,Ngách 176 Ngõ Thống Nhất,Thống Nhất (Long Biên),
w36727408,36727408,residential,Ngõ 157 Phố Đức Giang - Việt Hưng,Ngõ 157 Phố Đức Giang,Đức Giang,
w36727412,36727412,residential,Hẻm 268/21/55 Đường Ngọc Thuỵ - Bồ Đề,Hẻm 268/21/55 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727413,36727413,service,,,,
w36727414,36727414,residential,,,,
w36727416,36727416,service,,,,
w36727420,36727420,residential,,,,
w36727422,36727422,residential,,,,
w36727424,36727424,residential,Ngõ 66 Đường Ngọc Lâm - Bồ Đề,Ngõ 66 Đường Ngọc Lâm,Ngọc Lâm,
w36727427,36727427,service,Ngõ 34 Phố Tân Thuỵ - Phúc Lợi,Ngõ 34 Phố Tân Thuỵ,Tân Thuỵ,
w36727430,36727430,residential,Ngách 10/3 Phố Kim Quan Thượng - Việt Hưng,Ngách 10/3 Phố Kim Quan Thượng,Kim Quan Thượng,
w36727431,36727431,residential,Hẻm 158/38/29 Phố Nguyễn Sơn - Bồ Đề,Hẻm 158/38/29 Phố Nguyễn Sơn,Nguyễn Sơn,
w36727432,36727432,residential,Ngõ 139 Phố Hoa Lâm - Việt Hưng,Ngõ 139 Phố Hoa Lâm,Hoa Lâm,
w36727434,36727434,residential,Ngách 267/29 Phố Bồ Đề - Bồ Đề,Ngách 267/29 Phố Bồ Đề,Bồ Đề,
w36727435,36727435,residential,Ngách 129/60 Đường Bát Khối - Long Biên,Ngách 129/60 Đường Bát Khối,Bát Khối,
w36727436,36727436,service,,,,
w36727438,36727438,residential,Ngõ 332 Đường Ngô Gia Tự - Việt Hưng,Ngõ 332 Đường Ngô Gia Tự,Ngô Gia Tự,
w36727441,36727441,residential,Ngõ 2 Đường Ngọc Lâm - Bồ Đề,Ngõ 2 Đường Ngọc Lâm,Ngọc Lâm,
w36727442,36727442,residential,Ngách 94/45 Phố Thượng Thanh - Việt Hưng,Ngách 94/45 Phố Thượng Thanh,Thượng Thanh,
w36727444,36727444,residential,Ngõ 3 Phố Vũ Đức Thận - Việt Hưng,Ngõ 3 Phố Vũ Đức Thận,Vũ Đức Thận,
w36727445,36727445,residential,Ngách 84/2 Phố Đàm Quang Trung - Long Biên,Ngách 84/2 Phố Đàm Quang Trung,Đàm Quang Trung,
w36727446,36727446,service,Ngõ 90 Phố Hoàng Như Tiếp - Bồ Đề,Ngõ 90 Phố Hoàng Như Tiếp,Hoàng Như Tiếp,
w36727447,36727447,service,,,,
w36727448,36727448,residential,Ngõ 366 Đường Ngọc Lâm - Bồ Đề,Ngõ 366 Đường Ngọc Lâm,Ngọc Lâm,
w36727449,36727449,residential,Ngõ 154 Đường Ngọc Lâm - Bồ Đề,Ngõ 154 Đường Ngọc Lâm,Ngọc Lâm,
w36727451,36727451,residential,Ngõ 266 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 266 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727452,36727452,residential,Ngõ 97 Đường Gia Thượng - Việt Hưng,Ngõ 97 Đường Gia Thượng,Gia Thượng,
w36727453,36727453,residential,Ngõ 442 Đường Ngô Gia Tự - Việt Hưng,Ngõ 442 Đường Ngô Gia Tự,Ngô Gia Tự,
w36727455,36727455,residential,,,,
w36727456,36727456,residential,Ngõ 56 Phố Thạch Cầu - Long Biên,Ngõ 56 Phố Thạch Cầu,Thạch Cầu,
w36727458,36727458,residential,,"Dãy A2, A3",Other,
w36727460,36727460,service,,,,
w36727462,36727462,residential,Hẻm 99/1/2 Phố Đức Giang - Việt Hưng,Hẻm 99/1/2 Phố Đức Giang,Đức Giang,
w36727463,36727463,service,,,,
w36727464,36727464,residential,,,,
w36727465,36727465,residential,Ngõ 377 Đường Lâm Du - Bồ Đề,Ngõ 377 Đường Lâm Du,Lâm Du,
w36727467,36727467,service,Hẻm 604/35/10 Đường Ngọc Thuỵ - Bồ Đề,Hẻm 604/35/10 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727469,36727469,residential,Ngõ 85 Đường Bát Khối - Long Biên,Ngõ 85 Đường Bát Khối,Bát Khối,
w36727470,36727470,service,Ngõ 532 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 532 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727473,36727473,service,,,,
w36727475,36727475,service,,,,
w36727476,36727476,residential,Ngõ 163 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 163 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727480,36727480,service,,,,
w36727481,36727481,service,,,,
w36727482,36727482,service,,,,
w36727485,36727485,residential,Ngõ 44 Phố Đức Giang - Việt Hưng,Ngõ 44 Phố Đức Giang,Đức Giang,
w36727487,36727487,residential,Hẻm 44/58/29 Phố Đức Giang - Việt Hưng,Hẻm 44/58/29 Phố Đức Giang,Đức Giang,
w36727489,36727489,residential,,,,
w36727490,36727490,residential,,,,
w36727492,36727492,service,Ngõ 15 Phố Đàm Quang Trung - Long Biên,Ngõ 15 Phố Đàm Quang Trung,Đàm Quang Trung,
w36727494,36727494,residential,Ngõ 138 Phố Phú Viên - Bồ Đề,Ngõ 138 Phố Phú Viên,Phú Viên,
w36727500,36727500,residential,,,,
w36727502,36727502,residential,Ngõ 44 Phố Tư Đình - Long Biên,Ngõ 44 Phố Tư Đình,Tư Đình,
w36727503,36727503,residential,,,,
w36727504,36727504,residential,Ngõ 404 Phố Bắc Cầu - Bồ Đề,Ngõ 404 Phố Bắc Cầu,Bắc Cầu,
w36727512,36727512,residential,Ngách 293/37 Đường Ngọc Thuỵ - Bồ Đề,Ngách 293/37 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727516,36727516,residential,,,,
w36727517,36727517,residential,,,,
w36727519,36727519,residential,Ngõ 124 Phố Nguyễn Lam - Phúc Lợi,Ngõ 124 Phố Nguyễn Lam,Nguyễn Lam,
w36727520,36727520,residential,Đường Ngọc Thuỵ - Bồ Đề,Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727522,36727522,service,,,,
w36727523,36727523,service,,,,
w36727524,36727524,service,,,,
w36727525,36727525,residential,Ngách 161/64 Phố Hoa Lâm - Việt Hưng,Ngách 161/64 Phố Hoa Lâm,Hoa Lâm,
w36727527,36727527,service,,,,
w36727530,36727530,service,Ngõ 247B Đường Nguyễn Văn Linh - Phúc Lợi,Ngõ 247B Đường Nguyễn Văn Linh,Nguyễn Văn Linh,
w36727531,36727531,residential,Ngõ 247B Đường Nguyễn Văn Linh - Phúc Lợi,Ngõ 247B Đường Nguyễn Văn Linh,Nguyễn Văn Linh,
w36727532,36727532,residential,Phố Phú Viên - Bồ Đề,Phố Phú Viên,Phú Viên,
w36727534,36727534,service,Ngách 481/1 Đường Ngọc Lâm - Bồ Đề,Ngách 481/1 Đường Ngọc Lâm,Ngọc Lâm,
w36727535,36727535,service,,,,
w36727541,36727541,residential,Ngõ 129 Đường Bát Khối - Long Biên,Ngõ 129 Đường Bát Khối,Bát Khối,
w36727542,36727542,residential,Ngõ 164 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 164 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727543,36727543,service,,,,
w36727544,36727544,residential,Ngõ 219 Phố Bồ Đề - Bồ Đề,Ngõ 219 Phố Bồ Đề,Bồ Đề,
w36727545,36727545,tertiary,Phố Thạch Cầu - Long Biên,Phố Thạch Cầu,Thạch Cầu,
w36727546,36727546,residential,,,,
w36727547,36727547,residential,,,,
w36727548,36727548,service,,,,
w36727549,36727549,service,Ngõ 438 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 438 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727550,36727550,residential,,,,
w36727552,36727552,residential,Ngách 117/18 Phố Nguyễn Sơn - Bồ Đề,Ngách 117/18 Phố Nguyễn Sơn,Nguyễn Sơn,
w36727554,36727554,tertiary,Phố Gia Quất - Bồ Đề,Phố Gia Quất,Gia Quất,
w36727555,36727555,residential,Ngách 264/63 Đường Ngọc Thuỵ - Bồ Đề,Ngách 264/63 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727556,36727556,tertiary,Phố Lâm Hạ - Bồ Đề,Phố Lâm Hạ,Lâm Hạ,
w36727558,36727558,residential,Ngõ 105 Phố Thanh Am - Việt Hưng,Ngõ 105 Phố Thanh Am,Thanh Am,
w36727561,36727561,service,Hẻm 564/25/1 Đường Nguyễn Văn Cừ - Bồ Đề,Hẻm 564/25/1 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727562,36727562,service,,,,
w36727563,36727563,service,,,,
w36727564,36727564,residential,Đường Ngọc Thuỵ - Bồ Đề,Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727565,36727565,residential,Ngõ 462 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 462 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727568,36727568,service,Hẻm 3/26/4 Phố Vũ Đức Thận - Việt Hưng,Hẻm 3/26/4 Phố Vũ Đức Thận,Vũ Đức Thận,
w36727570,36727570,service,,,,
w36727572,36727572,residential,Ngõ 172 Đường Nam Đuống - Việt Hưng,Ngõ 172 Đường Nam Đuống,Nam Đuống,
w36727573,36727573,residential,Ngõ 38 Phố Tư Đình - Long Biên,Ngõ 38 Phố Tư Đình,Tư Đình,
w36727577,36727577,service,,,,
w36727578,36727578,residential,Ngách 188/35 Phố Tư Đình - Long Biên,Ngách 188/35 Phố Tư Đình,Tư Đình,
w36727586,36727586,residential,,,,
w36727588,36727588,service,,,,
w36727590,36727590,service,Hẻm 604/33/2 Đường Ngọc Thuỵ - Bồ Đề,Hẻm 604/33/2 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727594,36727594,residential,Ngõ 987 Đường Ngô Gia Tự - Việt Hưng,Ngõ 987 Đường Ngô Gia Tự,Ngô Gia Tự,
w36727596,36727596,residential,Ngõ 7 Phố Hoàng Minh Đạo - Bồ Đề,Ngõ 7 Phố Hoàng Minh Đạo,Hoàng Minh Đạo,
w36727598,36727598,residential,Ngõ 104 Phố Đức Giang - Việt Hưng,Ngõ 104 Phố Đức Giang,Đức Giang,
w36727599,36727599,residential,,,,
w36727602,36727602,tertiary,Phố Đức Giang - Việt Hưng,Phố Đức Giang,Đức Giang,
w36727603,36727603,service,Ngách 344/18 Đường Ngọc Thuỵ - Bồ Đề,Ngách 344/18 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727605,36727605,service,,,,
w36727607,36727607,residential,,,,
w36727610,36727610,residential,Ngõ 101 Đường Gia Thượng - Việt Hưng,Ngõ 101 Đường Gia Thượng,Gia Thượng,
w36727611,36727611,service,,,,
w36727612,36727612,residential,,,,
w36727613,36727613,service,Ngõ 532 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 532 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727614,36727614,tertiary,Phố Việt Hưng - Việt Hưng,Phố Việt Hưng,Việt Hưng,
w36727615,36727615,residential,Đường Long Biên - Bồ Đề,Đường Long Biên,Long Biên,
w36727616,36727616,residential,Ngõ 353 Đường Bát Khối - Long Biên,Ngõ 353 Đường Bát Khối,Bát Khối,
w36727617,36727617,service,Ngõ 139 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 139 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727623,36727623,residential,Phố Tư Đình - Long Biên,Phố Tư Đình,Tư Đình,
w36727625,36727625,service,Ngách 117/14 Phố Nguyễn Sơn - Bồ Đề,Ngách 117/14 Phố Nguyễn Sơn,Nguyễn Sơn,
w36727626,36727626,residential,Ngách 135/22 Phố Bồ Đề - Bồ Đề,Ngách 135/22 Phố Bồ Đề,Bồ Đề,
w36727627,36727627,service,,,,
w36727630,36727630,residential,,,,
w36727632,36727632,residential,Ngõ 190 Phố Thanh Am - Việt Hưng,Ngõ 190 Phố Thanh Am,Thanh Am,
w36727635,36727635,residential,Ngách 99/47 Phố Đức Giang - Việt Hưng,Ngách 99/47 Phố Đức Giang,Đức Giang,
w36727638,36727638,service,,,,
w36727641,36727641,residential,,,,
w36727642,36727642,residential,Ngõ 399 Đường Ngọc Lâm - Bồ Đề,Ngõ 399 Đường Ngọc Lâm,Ngọc Lâm,
w36727645,36727645,residential,Ngõ 370 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 370 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727647,36727647,residential,,,,
w36727648,36727648,tertiary,,,,
w36727651,36727651,service,Hẻm 564/25/5 Đường Nguyễn Văn Cừ - Bồ Đề,Hẻm 564/25/5 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727652,36727652,service,,,,
w36727655,36727655,residential,,,,
w36727656,36727656,service,,,,
w36727657,36727657,residential,Ngách 117/23 Phố Nguyễn Sơn - Bồ Đề,Ngách 117/23 Phố Nguyễn Sơn,Nguyễn Sơn,
w36727660,36727660,service,Ngõ 93 Phố Chu Huy Mân - Phúc Lợi,Ngõ 93 Phố Chu Huy Mân,Chu Huy Mân,
w36727661,36727661,residential,,,,
w36727664,36727664,service,Ngõ 30 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 30 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727667,36727667,service,,,,
w36727668,36727668,service,Hẻm 604/35/24 Đường Ngọc Thuỵ - Bồ Đề,Hẻm 604/35/24 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727669,36727669,service,,,,
w36727671,36727671,service,,,,
w36727672,36727672,service,Ngõ 253 Đường Nguyễn Văn Linh - Phúc Lợi,Ngõ 253 Đường Nguyễn Văn Linh,Nguyễn Văn Linh,
w36727673,36727673,residential,Ngách 90/132 Phố Gia Quất - Bồ Đề,Ngách 90/132 Phố Gia Quất,Gia Quất,
w36727677,36727677,service,,,,
w36727682,36727682,residential,,,,
w36727683,36727683,service,,,,
w36727685,36727685,residential,Ngõ 217 Phố Bồ Đề - Bồ Đề,Ngõ 217 Phố Bồ Đề,Bồ Đề,
w36727686,36727686,residential,Ngách 193/20 Phố Bồ Đề - Bồ Đề,Ngách 193/20 Phố Bồ Đề,Bồ Đề,
w36727687,36727687,residential,Ngách 61/56 Phố Trạm - Long Biên,Ngách 61/56 Phố Trạm,Trạm (Long Biên),
w36727688,36727688,residential,Ngõ 405 Đường Bát Khối - Long Biên,Ngõ 405 Đường Bát Khối,Bát Khối,
w36727689,36727689,residential,Ngõ 26 Phố Tạ Đông Trung - Bồ Đề,Ngõ 26 Phố Tạ Đông Trung,Tạ Đông Trung,
w36727690,36727690,service,,,,
w36727691,36727691,service,,,,
w36727692,36727692,residential,Ngõ 9 Phố Ô Cách - Việt Hưng,Ngõ 9 Phố Ô Cách,Ô Cách,
w36727693,36727693,service,Ngõ 532 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 532 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727694,36727694,residential,Ngõ 85 Đường Bát Khối - Long Biên,Ngõ 85 Đường Bát Khối,Bát Khối,
w36727695,36727695,service,Ngách 532/41 Đường Ngọc Thuỵ - Bồ Đề,Ngách 532/41 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727696,36727696,residential,Ngõ 161 Đường Bát Khối - Long Biên,Ngõ 161 Đường Bát Khối,Bát Khối,
w36727697,36727697,residential,Hẻm 640/21/16 Đường Nguyễn Văn Cừ - Bồ Đề,Hẻm 640/21/16 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727706,36727706,residential,Ngõ 45 Phố Lệ Mật - Việt Hưng,Ngõ 45 Phố Lệ Mật,Lệ Mật,
w36727711,36727711,service,Ngách 29/48 Phố Chu Huy Mân - Phúc Lợi,Ngách 29/48 Phố Chu Huy Mân,Chu Huy Mân,
w36727712,36727712,service,Ngõ 47 Đường Lâm Du - Bồ Đề,Ngõ 47 Đường Lâm Du,Lâm Du,
w36727720,36727720,service,Ngách 22/36 Phố Tân Thuỵ - Phúc Lợi,Ngách 22/36 Phố Tân Thuỵ,Tân Thuỵ,
w36727724,36727724,service,Ngách 344/1 Đường Ngọc Thuỵ - Bồ Đề,Ngách 344/1 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727728,36727728,residential,Ngõ 339 Phố Bắc Cầu - Bồ Đề,Ngõ 339 Phố Bắc Cầu,Bắc Cầu,
w36727732,36727732,service,,,,
w36727734,36727734,residential,,,,
w36727735,36727735,service,Ngõ 16 Phố Tân Thuỵ - Phúc Lợi,Ngõ 16 Phố Tân Thuỵ,Tân Thuỵ,
w36727736,36727736,residential,Ngõ 21 Phố Thanh Am - Việt Hưng,Ngõ 21 Phố Thanh Am,Thanh Am,
w36727739,36727739,residential,Ngõ 49 Phố Đức Giang - Việt Hưng,Ngõ 49 Phố Đức Giang,Đức Giang,
w36727741,36727741,residential,Ngõ 144 Phố Ái Mộ - Bồ Đề,Ngõ 144 Phố Ái Mộ,Ái Mộ,
w36727744,36727744,service,,,,
w36727747,36727747,service,,,,
w36727748,36727748,residential,,,,
w36727750,36727750,residential,Ngõ 54 Phố Kim Quan Thượng - Việt Hưng,Ngõ 54 Phố Kim Quan Thượng,Kim Quan Thượng,
w36727751,36727751,service,Ngách 219/27 Phố Bồ Đề - Bồ Đề,Ngách 219/27 Phố Bồ Đề,Bồ Đề,
w36727752,36727752,residential,Ngõ 154 Phố Bắc Cầu - Bồ Đề,Ngõ 154 Phố Bắc Cầu,Bắc Cầu,
w36727756,36727756,residential,Ngõ 422 Đường Ngô Gia Tự - Việt Hưng,Ngõ 422 Đường Ngô Gia Tự,Ngô Gia Tự,
w36727758,36727758,service,Ngõ 106 Phố Nguyễn Lam - Phúc Lợi,Ngõ 106 Phố Nguyễn Lam,Nguyễn Lam,
w36727760,36727760,residential,Ngách 120 Ngõ Thống Nhất - Long Biên,Ngách 120 Ngõ Thống Nhất,Thống Nhất (Long Biên),
w36727761,36727761,service,Ngách 97/23 Phố Đức Giang - Việt Hưng,Ngách 97/23 Phố Đức Giang,Đức Giang,
w36727762,36727762,service,,,,
w36727765,36727765,residential,,,,
w36727767,36727767,residential,Ngõ 44 Phố Bắc Cầu - Bồ Đề,Ngõ 44 Phố Bắc Cầu,Bắc Cầu,
w36727771,36727771,residential,,"Dãy B10, B11",Other,
w36727782,36727782,service,Ngõ 81 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 81 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727784,36727784,tertiary,Phố Trạm - Long Biên,Phố Trạm,Trạm (Long Biên),
w36727792,36727792,residential,Ngách 129/20 Đường Bát Khối - Long Biên,Ngách 129/20 Đường Bát Khối,Bát Khối,
w36727794,36727794,residential,Ngõ 65 Đường Lý Sơn - Bồ Đề,Ngõ 65 Đường Lý Sơn,Lý Sơn,
w36727809,36727809,service,Ngõ 22 Phố Tân Thuỵ - Phúc Lợi,Ngõ 22 Phố Tân Thuỵ,Tân Thuỵ,
w36727815,36727815,service,,,,
w36727817,36727817,service,,,,
w36727819,36727819,residential,Hẻm 44/58/41 Phố Đức Giang - Việt Hưng,Hẻm 44/58/41 Phố Đức Giang,Đức Giang,
w36727824,36727824,service,,,,
w36727825,36727825,residential,Ngách 66/16 Đường Ngọc Thuỵ - Bồ Đề,Ngách 66/16 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727828,36727828,service,,,,
w36727831,36727831,residential,Ngõ 182 Phố Bồ Đề - Bồ Đề,Ngõ 182 Phố Bồ Đề,Bồ Đề,
w36727832,36727832,service,,,,
w36727833,36727833,residential,,,,
w36727834,36727834,residential,Ngõ 15 Phố Hoàng Như Tiếp - Bồ Đề,Ngõ 15 Phố Hoàng Như Tiếp,Hoàng Như Tiếp,
w36727835,36727835,residential,Ngách 21/4 Phố Thanh Am - Việt Hưng,Ngách 21/4 Phố Thanh Am,Thanh Am,
w36727841,36727841,residential,,,,
w36727842,36727842,service,,,,
w36727844,36727844,residential,Ngõ 83 Phố Mai Phúc - Phúc Lợi,Ngõ 83 Phố Mai Phúc,Mai Phúc,
w36727847,36727847,service,Ngõ 243 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 243 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727848,36727848,residential,Ngõ 69 Phố Ái Mộ - Bồ Đề,Ngõ 69 Phố Ái Mộ,Ái Mộ,
w36727849,36727849,service,,,,
w36727850,36727850,service,,,,
w36727851,36727851,service,Ngõ 366 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 366 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727852,36727852,service,Ngõ 145 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 145 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727853,36727853,residential,Ngõ 83 Phố Tư Đình - Long Biên,Ngõ 83 Phố Tư Đình,Tư Đình,
w36727855,36727855,service,Ngõ 418 Đường Nguyễn Văn Cừ - Bồ Đề,Ngõ 418 Đường Nguyễn Văn Cừ,Nguyễn Văn Cừ,
w36727856,36727856,residential,Ngõ 99 Phố Đức Giang - Việt Hưng,Ngõ 99 Phố Đức Giang,Đức Giang,
w36727857,36727857,residential,Ngõ 44 Phố Tạ Đông Trung - Bồ Đề,Ngõ 44 Phố Tạ Đông Trung,Tạ Đông Trung,
w36727858,36727858,service,,,,
w36727861,36727861,residential,Ngách 193/30 Phố Bồ Đề - Bồ Đề,Ngách 193/30 Phố Bồ Đề,Bồ Đề,
w36727864,36727864,service,,,,
w36727866,36727866,residential,Ngõ 606 Đường Ngọc Thuỵ - Bồ Đề,Ngõ 606 Đường Ngọc Thuỵ,Ngọc Thuỵ,
w36727867,36727867,residential,Ngõ 75 Phố Tư Đình - Long Biên,Ngõ 75 Phố Tư Đình,Tư Đình,
w36727869,36727869,residential,,,,
