full_id,osm_id,highway,name:trivia,name,name:processed,old_name:processed
w9656653,9656653,residential,Phố Mã Mây - Hoàn Kiếm,Phố Mã Mây,Mã Mây,Rue des Pavillons Noirs
w9656730,9656730,primary,"Cầu Chương Dương - Bồ Đề, Hồng Hà",Cầu Chương Dương,Chương Dương,
w9963509,9963509,tertiary,"Phố Hàng Cót - Ba Đình, Hoàn Kiếm",Phố Hàng Cót,Hàng Cót,"Rue des Volailles Nattes en Bambou, Rue de Takou, Rue Takou"
w9964440,9964440,tertiary,Phố Quốc Tử Giám - Văn Miếu - Quốc Tử Giám,Phố Quốc Tử Giám,Quốc Tử Giám,
w9964551,9964551,primary_link,,,,
w9964663,9964663,tertiary,Phố Nguyễn Thượng Hiền - Hai Bà Trưng,Phố Nguyễn Thượng Hiền,Nguyễn Thượng Hiền,Rue Mongrand
w9965723,9965723,tertiary,Phố Tràng Tiền - Hoàn Kiếm,Phố Tràng Tiền,Tràng Tiền,"Phố Hàng Khảm, Rue Paul Bert, Rue de France"
w9975059,9975059,trunk,Đường Nguyễn Văn Linh - Bồ Đề,Đường Nguyễn Văn Linh,Nguyễn Văn Linh,
w9978719,9978719,primary,Đường Ngô Gia Tự - Việt Hưng,Đường Ngô Gia Tự,Ngô Gia Tự,
w10230410,10230410,residential,Phố Hàng Mắm - Hoàn Kiếm,Phố Hàng Mắm,Hàng Mắm,Rue de la Saumure
w10230445,10230445,residential,Phố Lãn Ông - Hoàn Kiếm,Phố Lãn Ông,Lê Hữu Trác,"Rue des Fou-Kien, Rue de Phúc Kiến"
w10230468,10230468,residential,Phố Hàng Thiếc - Hoàn Kiếm,Phố Hàng Thiếc,Hàng Thiếc,Rue des Ferblanctiers
w10230472,10230472,service,,,,
w10230481,10230481,residential,Phố Nhà Hoả - Hoàn Kiếm,Phố Nhà Hoả,Nhà Hoả,Rue Feitshamel
w10230560,10230560,tertiary,Phố Hàng Ngang - Hoàn Kiếm,Phố Hàng Ngang,Hàng Ngang,Rue des Cantonnais
w10230597,10230597,tertiary,Phố Hàng Đường - Hoàn Kiếm,Phố Hàng Đường,Hàng Đường,Rue du Sucre
w10231118,10231118,primary_link,,,,
w10231739,10231739,primary,,Vòng Xoay Cầu Chương Dương,Other,
w10231816,10231816,primary_link,,Hướng Đi Trần Quang Khải,Other,
w10231922,10231922,primary_link,,Hướng Đi Cầu Chương Dương,Other,
w10232151,10232151,primary,Đường Trần Quang Khải - Hoàn Kiếm,Đường Trần Quang Khải,Trần Quang Khải,"Quai du Commerce, Quai Clémenceau, Đại lộ Trần Quang Khải, Đại lộ Trần Nhật Duật"
w10236954,10236954,trunk,Đường Đỗ Mười - Yên Sở,Đường Đỗ Mười,Đỗ Mười,
w10904864,10904864,residential,Ngõ 481 Đường Ngọc Lâm - Bồ Đề,Ngõ 481 Đường Ngọc Lâm,Ngọc Lâm,
w10904891,10904891,primary,,Đường Long Biên - Xuân Quan,Other,
w10904955,10904955,residential,Phố Long Biên 2 - Bồ Đề,Phố Long Biên 2,Long Biên,
w11001255,11001255,tertiary,Ngõ 94 Phố Thượng Thanh - Việt Hưng,Ngõ 94 Phố Thượng Thanh,Thượng Thanh,
w11001306,11001306,residential,Ngách 52/11 Phố Gia Quất - Bồ Đề,Ngách 52/11 Phố Gia Quất,Gia Quất,
w11001476,11001476,service,,,,
w11001506,11001506,service,,,,
w11001566,11001566,service,,,,
w11001595,11001595,service,,,,
w11001699,11001699,secondary,Ngọc Lâm - Bồ Đề,Ngọc Lâm,Ngọc Lâm,
w11002018,11002018,tertiary,Phố Hoàng Minh Đạo - Bồ Đề,Phố Hoàng Minh Đạo,Hoàng Minh Đạo,
w11003115,11003115,residential,Phố Lâm Du - Bồ Đề,Phố Lâm Du,Lâm Du,
w11003181,11003181,residential,,,,
w11003345,11003345,primary_link,,,,
w11003384,11003384,primary_link,,,,
w11003541,11003541,residential,Ngõ 327 Đường Lâm Du - Bồ Đề,Ngõ 327 Đường Lâm Du,Lâm Du,
w11005894,11005894,secondary,Đường Trần Khánh Dư - Cửa Nam,Đường Trần Khánh Dư,Trần Khánh Dư,Đại lộ Trần Khánh Dư
w11005921,11005921,secondary,Phố Phan Bội Châu - Cửa Nam,Phố Phan Bội Châu,Phan Bội Châu,Rue de Colomb
w11006372,11006372,secondary,Phố Kim Ngưu - Bạch Mai,Phố Kim Ngưu,Sông Kim Ngưu,
w11006496,11006496,primary,Phố Minh Khai - Tương Mai,Phố Minh Khai,Minh Khai,Phố Hưng Ký
w11007201,11007201,tertiary,Phố Võ Thị Sáu - Bạch Mai,Phố Võ Thị Sáu,Võ Thị Sáu,
w11007242,11007242,residential,Phố Yên Bái 2 - Hai Bà Trưng,Phố Yên Bái 2,Yên Bái,Phố Yên Bái
w11007689,11007689,residential,Phố Kim Hoa - Văn Miếu - Quốc Tử Giám,Phố Kim Hoa,Kim Hoa,
w11007920,11007920,secondary,Phố Tôn Thất Tùng - Phương Liệt,Phố Tôn Thất Tùng,Tôn Thất Tùng,
w11008124,11008124,secondary,Phố Lê Trọng Tấn - Phương Liệt,Phố Lê Trọng Tấn,Lê Trọng Tấn,
w11008413,11008413,tertiary,Phố Giang Văn Minh - Giảng Võ,Phố Giang Văn Minh,Giang Văn Minh,
w11008423,11008423,residential,Ngõ Núi Trúc - Giảng Võ,Ngõ Núi Trúc,Núi Trúc,
w11009523,11009523,residential,Phố Hà Trung - Hoàn Kiếm,Phố Hà Trung,Hà Trung,Rue Ha Trung
w11009654,11009654,tertiary,Đường Hùng Vương - Ba Đình,Đường Hùng Vương,Hùng Vương,"Avenue Brière de l'Isle, Đại lộ Brière de l'Isle, Đại lộ Hùng Vương"
w11009680,11009680,pedestrian,Phố Chùa Một Cột - Ba Đình,Phố Chùa Một Cột,Chùa Một Cột,
w11009780,11009780,secondary,Phố Chu Văn An - Ba Đình,Phố Chu Văn An,Chu Văn An,"Avenue Van Vollenhoven, Đại lộ Chu Văn An"
w11015055,11015055,service,,,,
w11550119,11550119,residential,Phố Trần Nguyên Hãn - Hoàn Kiếm,Phố Trần Nguyên Hãn,Trần Nguyên Hãn,Rue Balny
w11550170,11550170,residential,Phố Tông Đản - Hoàn Kiếm,Phố Tông Đản,Tông Đản,"Rue de la Chaux, Phố Hàng Vôi"
w11550267,11550267,residential,Phố Lý Đạo Thành - Hoàn Kiếm,Phố Lý Đạo Thành,Lý Đạo Thành,Rue du Capitaine Labrousse
w11550307,11550307,tertiary,Phố Phan Chu Trinh - Cửa Nam,Phố Phan Chu Trinh,Phan Chu Trinh,"Boulevard Rialan, Đại lộ Phan Chu Trinh"
w11550678,11550678,secondary,Đường Trần Khánh Dư - Cửa Nam,Đường Trần Khánh Dư,Trần Khánh Dư,Đại lộ Trần Khánh Dư
w11550869,11550869,residential,"Phố Hàng Chuối - Cửa Nam, Hai Bà Trưng",Phố Hàng Chuối,Hàng Chuối,Rue Générale Beylié
w11550985,11550985,tertiary,"Phố Hàn Thuyên - Cửa Nam, Hai Bà Trưng",Phố Hàn Thuyên,Hàn Thuyên,Rue Pavie
w11551090,11551090,tertiary,Phố Ngô Thì Nhậm - Hai Bà Trưng,Phố Ngô Thì Nhậm,Ngô Thì Nhậm,"Rue Jacquin, Phố Ngô Thời Nhiệm"
w11551120,11551120,residential,Phố Thi Sách - Hai Bà Trưng,Phố Thi Sách,Thi Sách,Rue Hérel de Brisis
w11551237,11551237,tertiary,Phố Trần Xuân Soạn - Hai Bà Trưng,Phố Trần Xuân Soạn,Trần Xuân Soạn,Rue Harmand
w11551275,11551275,tertiary,Phố Trần Nhân Tông - Hai Bà Trưng,Phố Trần Nhân Tông,Trần Nhân Tông,"Rue Miribel, Phố Trần Nhân Tôn"
w11551583,11551583,residential,"Phố Nguyễn Quyền - Hai Bà Trưng, Văn Miếu - Quốc Tử Giám",Phố Nguyễn Quyền,Nguyễn Quyền,Voie Nº 170
w11551681,11551681,residential,Phố Thiền Quang - Hai Bà Trưng,Phố Thiền Quang,Thiền Quang,"Voie Nº 169, Phố Thuyền Quang"
w11551725,11551725,residential,Phố Ngô Văn Sở - Cửa Nam,Phố Ngô Văn Sở,Ngô Văn Sở,Rue Jouhaux
w11551745,11551745,residential,"Phố Hàng Lọng - Cửa Nam, Văn Miếu - Quốc Tử Giám",Phố Hàng Lọng,Hàng Lọng,"Rue de Reinach, Phố Trần Quốc Toản"
w11551846,11551846,residential,Phố Phạm Đình Hổ - Hai Bà Trưng,Phố Phạm Đình Hổ,Phạm Đình Hổ,Rue Chéon
w11551935,11551935,residential,Phố Nguyễn Bỉnh Khiêm - Hai Bà Trưng,Phố Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,Voie Nº 190
w11552054,11552054,residential,Phố Lê Ngọc Hân - Hai Bà Trưng,Phố Lê Ngọc Hân,Lê Ngọc Hân,"Rue Luro, Lữ Gia, Phố Lữ Gia"
w11552133,11552133,service,Phố Trần Cao Vân - Hai Bà Trưng,Phố Trần Cao Vân,Trần Cao Vân,
w11552169,11552169,residential,,,,
w11552192,11552192,residential,,,,
w11552218,11552218,residential,Phố Yên Bái 1 - Hai Bà Trưng,Phố Yên Bái 1,Yên Bái,"Voie Nº 233, Phố Yên Bái"
w11552263,11552263,residential,Phố Mai Hắc Đế - Hai Bà Trưng,Phố Mai Hắc Đế,Mai Hắc Đế,Rue Charron
w11552545,11552545,residential,Phố Thái Phiên - Hai Bà Trưng,Phố Thái Phiên,Thái Phiên,Voie Nº 197
w11552582,11552582,service,Ngõ Trần Cao Vân - Hai Bà Trưng,Ngõ Trần Cao Vân,Trần Cao Vân,
w11552833,11552833,residential,Phố Nhà Chung - Hoàn Kiếm,Phố Nhà Chung,Nhà Chung,"Rue de la Mission, Rue Lamblot"
w11552836,11552836,residential,Phố Chân Cầm - Hoàn Kiếm,Phố Chân Cầm,Chân Cầm,Rue Lagisquet
w11552979,11552979,residential,Phố Đường Thành - Hoàn Kiếm,Phố Đường Thành,Đường Thành,Rue de la Citadelle
w11553022,11553022,tertiary,"Phố Lý Nam Đế - Ba Đình, Hoàn Kiếm",Phố Lý Nam Đế,Lý Nam Đế,"Rue Maréchal Joffre, Rue de l'Est"
w11553052,11553052,residential,Phố Tôn Thất Thiệp - Ba Đình,Phố Tôn Thất Thiệp,Tôn Thất Thiệp,Rue Général de Baden
w11553158,11553158,tertiary,Phố Nguyễn Biểu - Ba Đình,Phố Nguyễn Biểu,Nguyễn Biểu,"Rue Victor Hugo, Rue Frère Schneider"
w11553281,11553281,residential,Phố Đặng Tất - Ba Đình,Phố Đặng Tất,Đặng Tất,"Rue de la Briqueterie, Rue Madame Autigeon"
w11553623,11553623,residential,Phố Hoè Nhai - Ba Đình,Phố Hoè Nhai,Hoè Nhai,"Rue de l'Hôpital Chinois, Phố Nhà Thương Khách"
w11553708,11553708,residential,Phố Châu Long - Ba Đình,Phố Châu Long,Châu Long,Rue Antoine Bonnet/ Rue Nguyễn Công Trứ
w11553735,11553735,residential,Phố Phạm Hồng Thái - Ba Đình,Phố Phạm Hồng Thái,Phạm Hồng Thái,"Voie Nº 89, Rue Emile Nolly"
w11553872,11553872,residential,Phố Yên Ninh - Ba Đình,Phố Yên Ninh,Yên Ninh,Rue Bourrin
w11553953,11553953,residential,Phố Hàng Bún - Ba Đình,Phố Hàng Bún,Hàng Bún,Rue des Vermicelles
w11553980,11553980,residential,Phố Phan Huy Ích - Ba Đình,Phố Phan Huy Ích,Phan Huy Ích,"Voie N.33, Rue Monseigneur Deydier, Phố Bùi Viện"
w11555040,11555040,residential,Phố Tân Ấp - Hồng Hà,Phố Tân Ấp,Tân Ấp,Giốc Tân Ấp
w11556496,11556496,residential,Phố Nguyễn Gia Thiều - Cửa Nam,Phố Nguyễn Gia Thiều,Nguyễn Gia Thiều,Rue Bonifacy
w11556674,11556674,residential,Phố Liên Trì - Cửa Nam,Phố Liên Trì,Liên Trì,Rue Trạng Trình
w11557145,11557145,residential,Phố Phù Đổng Thiên Vương - Hai Bà Trưng,Phố Phù Đổng Thiên Vương,Phù Đổng Thiên Vương,Rue Pescadores
w11557170,11557170,residential,Phố Phùng Khắc Khoan - Hai Bà Trưng,Phố Phùng Khắc Khoan,Phùng Khắc Khoan,
w11557666,11557666,residential,Ngõ Thịnh Yên - Hai Bà Trưng,Ngõ Thịnh Yên,Thịnh Yên,Ngõ Chùa Vua
w11558030,11558030,tertiary,Phố Tô Hiến Thành - Hai Bà Trưng,Phố Tô Hiến Thành,Tô Hiến Thành,Rue Wiélé
w11558435,11558435,tertiary,Phố Nguyễn Khuyến - Văn Miếu - Quốc Tử Giám,Phố Nguyễn Khuyến,Nguyễn Khuyến,"Route de Sinh Tu, Route de Sinh Từ, Phố Sinh Từ"
w11558561,11558561,residential,Ngõ Hàng Bột - Ô Chợ Dừa,Ngõ Hàng Bột,Hàng Bột,
w11559222,11559222,residential,Phố Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Phố Trần Quý Cáp,Trần Quý Cáp,Rue Đinh Tiên Hoàng
w11705690,11705690,residential,Phố Nguyễn Quang Bích - Hoàn Kiếm,Phố Nguyễn Quang Bích,Nguyễn Quang Bích,"Voie Nº 114, Phố Phạm Phú Thứ"
w11705813,11705813,tertiary,Phố Lương Văn Can - Hoàn Kiếm,Phố Lương Văn Can,Lương Văn Can,"Rue des Balances, Rue Lê Quý Đôn"
w11705879,11705879,tertiary,Phố Lý Thái Tổ - Hoàn Kiếm,Phố Lý Thái Tổ,Lý Thái Tổ,"Boulevard Amiral Courbet, Đại lộ Lý Thái Tổ"
w11706025,11706025,residential,Phố Lò Sũ - Hoàn Kiếm,Phố Lò Sũ,Lò Sũ,Rue Felonneau
w11706198,11706198,secondary,Phố Tràng Thi - Hoàn Kiếm,Phố Tràng Thi,Tràng Thi,"Phố Hàng Khảm, Rue du Camp des Lettes, Rue Borgnis Desbordes, United State of America Street (Phố Mỹ Quốc)"
w11706783,11706783,residential,Ngõ Văn Chương - Văn Miếu - Quốc Tử Giám,Ngõ Văn Chương,Văn Chương,
w11707000,11707000,service,,,,
w11707160,11707160,service,,,,
w11707208,11707208,tertiary,Ngõ 120 Đường Trường Chinh - Kim Liên,Ngõ 120 Đường Trường Chinh,Trường Chinh,
w11708373,11708373,residential,Ngõ 1277 Đường Giải Phóng - Hoàng Mai,Ngõ 1277 Đường Giải Phóng,Giải Phóng,
w11708426,11708426,residential,Ngách 2/16 Phố Hoàng Liệt - Hoàng Liệt,Ngách 2/16 Phố Hoàng Liệt,Hoàng Liệt,
w11710598,11710598,residential,Phố Nguyễn Thiện Thuật - Hoàn Kiếm,Phố Nguyễn Thiện Thuật,Nguyễn Thiện Thuật,Rue Lepage
w11710676,11710676,residential,Phố Đào Duy Từ - Hoàn Kiếm,Phố Đào Duy Từ,Đào Duy Từ,Rue des Pommes de terre
w11710752,11710752,residential,Phố Bát Sứ - Hoàn Kiếm,Phố Bát Sứ,Bát Sứ,"Rue des Tasses, Phố Hàng Bát Sứ"
w11710954,11710954,residential,"Ngõ 9 Đường Nguyễn Tri Phương - Ba Đình, Hoàn Kiếm",Ngõ 9 Đường Nguyễn Tri Phương,Nguyễn Tri Phương,Đại lộ Lê Hồng Phong
w11711442,11711442,tertiary,Phố Lê Hồng Phong - Ba Đình,Phố Lê Hồng Phong,Lê Hồng Phong,"Boulevard Giovaninelli, Đại lộ Tôn Thất Thuyết, Đại lộ Lê Hồng Phong"
w11711536,11711536,tertiary,Phố Trịnh Hoài Đức - Ô Chợ Dừa,Phố Trịnh Hoài Đức,Trịnh Hoài Đức,
w11711736,11711736,residential,Phố Sơn Tây - Ba Đình,Phố Sơn Tây,Sơn Tây,"Route de Sơn Tây, Đường Sơn Tây"
w11711865,11711865,residential,Phố Trần Hữu Tước - Đống Đa,Phố Trần Hữu Tước,Trần Hữu Tước,
w11711910,11711910,tertiary,,,,
w11711997,11711997,tertiary,"Phố Hồ Đắc Di - Kim Liên, Đống Đa",Phố Hồ Đắc Di,Hồ Đắc Di,
w11712302,11712302,tertiary,"Phố Trần Phú - Ba Đình, Hoàn Kiếm",Phố Trần Phú,Trần Phú,"Boulevard Felix-Faure, Boulevard Félix Faure, Đại lộ Hàm Nghi, Đại lộ Trần Phú"
w11835354,11835354,residential,Ngách 16/47 Phố Đỗ Xuân Hợp - Từ Liêm,Ngách 16/47 Phố Đỗ Xuân Hợp,Đỗ Xuân Hợp,
w11836293,11836293,motorway,Đại Lộ Thăng Long (Láng - Hoà Lạc) - Xuân Phương,Đại Lộ Thăng Long (Láng - Hoà Lạc),Thăng Long,
w11836886,11836886,residential,Phố Tú Mỡ - Yên Hoà,Phố Tú Mỡ,Tú Mỡ,
w11837510,11837510,residential,Ngõ 84 Phố Ngọc Khánh - Giảng Võ,Ngõ 84 Phố Ngọc Khánh,Ngọc Khánh,
w11837608,11837608,service,,,,
w11838073,11838073,tertiary,Phố Đốc Ngữ - Ngọc Hà,Phố Đốc Ngữ,Đốc Ngữ,
w11838452,11838452,tertiary,Phố Ngọc Khánh - Giảng Võ,Phố Ngọc Khánh,Ngọc Khánh,
w11838506,11838506,residential,Ngõ 19 Phố Liễu Giai - Ngọc Hà,Ngõ 19 Phố Liễu Giai,Liễu Giai,
w11839274,11839274,residential,Phố Võ Văn Dũng - Đống Đa,Phố Võ Văn Dũng,Võ Văn Dũng,
w11839300,11839300,service,Ngõ 113 Phố Hoàng Cầu - Đống Đa,Ngõ 113 Phố Hoàng Cầu,Hoàng Cầu,
w11839377,11839377,tertiary,Phố Đặng Tiến Đông - Đống Đa,Phố Đặng Tiến Đông,Đặng Tiến Đông,
w11855906,11855906,residential,Phố Hàng Cót - Hoàn Kiếm,Phố Hàng Cót,Hàng Cót,"Rue des Volailles Nattes en Bambou, Rue de Takou, Rue Takou"
w11856018,11856018,residential,Phố Hàng Phèn - Hoàn Kiếm,Phố Hàng Phèn,Hàng Phèn,Rue du Vieux Marché
w11856385,11856385,primary,Phố Tân Mai - Hoàng Mai,Phố Tân Mai,Tân Mai,
w11856452,11856452,residential,Phố Lương Khánh Thiện - Tương Mai,Phố Lương Khánh Thiện,Lương Khánh Thiện,
w11856560,11856560,service,,,,
w11856641,11856641,residential,Phố Nguyễn Chính - Hoàng Mai,Phố Nguyễn Chính,Nguyễn Chính,
w11856685,11856685,residential,Ngõ 143 Phố Nguyễn Chính - Hoàng Mai,Ngõ 143 Phố Nguyễn Chính,Nguyễn Chính,
w11856724,11856724,residential,Ngõ 521 Đường Trương Định - Hoàng Mai,Ngõ 521 Đường Trương Định,Trương Công Định,
w11856766,11856766,residential,Ngõ 141 Phố Giáp Nhị - Hoàng Mai,Ngõ 141 Phố Giáp Nhị,Giáp Nhị,
w11856784,11856784,residential,,,,
w11856832,11856832,service,,,,
w11856863,11856863,residential,Phố Nguyễn Công Thái - Định Công,Phố Nguyễn Công Thái,Nguyễn Công Thái,
w11856883,11856883,residential,Phố Nguyễn Công Thái - Định Công,Phố Nguyễn Công Thái,Nguyễn Công Thái,
w11856938,11856938,residential,,Kđt Đại Kim - Định Công,Other,
w11856992,11856992,residential,,Kđt Đại Kim - Định Công,Other,
w11857020,11857020,residential,,,,
w11857054,11857054,residential,,Kđt Đại Kim - Định Công,Other,
w11857066,11857066,residential,Phố Hồng Quang - Định Công,Phố Hồng Quang,Hồng Quang,
w11857091,11857091,service,Ngõ 236 Phố Đại Từ - Định Công,Ngõ 236 Phố Đại Từ,Đại Từ,
w11857109,11857109,residential,,Kđt Đại Kim - Định Công,Other,
w11857117,11857117,residential,,Kđt Đại Kim - Định Công,Other,
w11857144,11857144,residential,,Kđt Đại Kim - Định Công,Other,
w11857163,11857163,residential,,Kđt Đại Kim - Định Công,Other,
w11857181,11857181,residential,,Kđt Đại Kim - Định Công,Other,
w11857203,11857203,residential,,Kđt Đại Kim - Định Công,Other,
w11857226,11857226,residential,,Kđt Đại Kim - Định Công,Other,
w11857785,11857785,residential,Phố Đặng Xuân Bảng - Định Công,Phố Đặng Xuân Bảng,Đặng Xuân Bảng,
w11857833,11857833,tertiary,Phố Đại Từ - Định Công,Phố Đại Từ,Đại Từ,
w11857863,11857863,residential,Bắc Linh Đàm - Định Công,Bắc Linh Đàm,Linh Đàm,
w11857924,11857924,service,,,,
w11858086,11858086,tertiary,Ngõ 908 Đường Kim Giang - Thanh Liệt,Ngõ 908 Đường Kim Giang,Kim Giang,
w11858108,11858108,residential,,,,
w11858165,11858165,residential,Ngách 908/16 Đường Kim Giang - Thanh Liệt,Ngách 908/16 Đường Kim Giang,Kim Giang,
w11858263,11858263,residential,Ngõ 750 Đường Kim Giang - Thanh Liệt,Ngõ 750 Đường Kim Giang,Kim Giang,
w11858465,11858465,residential,Phố Bằng Liệt - Hoàng Liệt,Phố Bằng Liệt,Bằng Liệt,
w11858481,11858481,residential,,,,
w11858534,11858534,residential,Ngõ 250 Đường Phan Trọng Tuệ - Thanh Liệt,Ngõ 250 Đường Phan Trọng Tuệ,Phan Trọng Tuệ,
w11858869,11858869,primary,Đường Phùng Hưng - Hà Đông,Đường Phùng Hưng,Phùng Hưng,
w11859498,11859498,residential,Ngõ 148 Đường Ngọc Hồi - Hoàng Liệt,Ngõ 148 Đường Ngọc Hồi,Ngọc Hồi,
w11859540,11859540,residential,Ngõ 83 Đường Ngọc Hồi - Yên Sở,Ngõ 83 Đường Ngọc Hồi,Ngọc Hồi,
w11859814,11859814,tertiary,Phố Đại Từ - Định Công,Phố Đại Từ,Đại Từ,
w11859996,11859996,residential,Phố Nguyễn Phan Chánh - Hoàng Liệt,Phố Nguyễn Phan Chánh,Nguyễn Phan Chánh,
w11860117,11860117,residential,Phố Nguyễn Phan Chánh - Hoàng Liệt,Phố Nguyễn Phan Chánh,Nguyễn Phan Chánh,
w11860191,11860191,residential,Phố Đạm Phương - Hoàng Liệt,Phố Đạm Phương,Đạm Phương,
w11860328,11860328,residential,Phố Nguyễn Duy Trinh - Hoàng Liệt,Phố Nguyễn Duy Trinh,Nguyễn Duy Trinh,
w11860361,11860361,residential,Phố Nguyễn Duy Trinh - Hoàng Liệt,Phố Nguyễn Duy Trinh,Nguyễn Duy Trinh,
w11860412,11860412,residential,,,,
w11860427,11860427,residential,Ngõ 10 Phố Nam Sơn - Hoàng Liệt,Ngõ 10 Phố Nam Sơn,Nam Sơn,
w11860441,11860441,residential,Phố Đạm Phương - Hoàng Liệt,Phố Đạm Phương,Đạm Phương,
w11860644,11860644,residential,Ngõ 6 Phố Nam Sơn - Hoàng Liệt,Ngõ 6 Phố Nam Sơn,Nam Sơn,
w11860675,11860675,residential,,,,
w11860716,11860716,residential,,,,
w11860762,11860762,residential,,,,
w11860801,11860801,residential,,,,
w11860830,11860830,residential,,,,
w11861091,11861091,residential,Phố Nam Sơn - Hoàng Liệt,Phố Nam Sơn,Nam Sơn,
w12174148,12174148,residential,Ngõ Quỳnh - Bạch Mai,Ngõ Quỳnh,Quỳnh,
w12174154,12174154,primary_link,,,,
w12174322,12174322,residential,Ngõ 122 Phố Vĩnh Tuy - Vĩnh Hưng,Ngõ 122 Phố Vĩnh Tuy,Vĩnh Tuy,
w12174437,12174437,residential,Ngõ 124 Phố Vĩnh Tuy - Vĩnh Hưng,Ngõ 124 Phố Vĩnh Tuy,Vĩnh Tuy,
w12176575,12176575,secondary,Phố Vĩnh Hưng - Vĩnh Hưng,Phố Vĩnh Hưng,Vĩnh Hưng,
w12176577,12176577,secondary,"Đường Lĩnh Nam - Hoàng Mai, Vĩnh Hưng",Đường Lĩnh Nam,Lĩnh Nam,
w12176578,12176578,secondary,,Cầu Ku1,Other,
w12176579,12176579,secondary,"Đường Tam Trinh - Hoàng Mai, Yên Sở",Đường Tam Trinh,Tam Trinh,
w12176589,12176589,unclassified,,,,
w12176590,12176590,service,,,,
w12176592,12176592,tertiary,Phố Yên Duyên - Hoàng Mai,Phố Yên Duyên,Yên Duyên,
w12176594,12176594,tertiary,Phố Yên Sở - Hoàng Mai,Phố Yên Sở,Yên Sở,
w12176595,12176595,residential,Phố Sở Thượng - Hoàng Mai,Phố Sở Thượng,Sở Thượng,
w12176596,12176596,service,,,,
w12176597,12176597,tertiary,Phố Hưng Phúc - Yên Sở,Phố Hưng Phúc,Hưng Phúc,
w12176601,12176601,service,Ngõ 165 Phố Yên Duyên - Hoàng Mai,Ngõ 165 Phố Yên Duyên,Yên Duyên,
w12176602,12176602,service,Ngõ 195 Phố Yên Duyên - Hoàng Mai,Ngõ 195 Phố Yên Duyên,Yên Duyên,
w12176603,12176603,residential,Ngõ 87 Phố Yên Duyên - Hoàng Mai,Ngõ 87 Phố Yên Duyên,Yên Duyên,
w12176604,12176604,residential,Ngõ 79 Phố Yên Duyên - Hoàng Mai,Ngõ 79 Phố Yên Duyên,Yên Duyên,
w12176611,12176611,service,,,,
w12176612,12176612,service,,,,
w12176655,12176655,residential,,Kđt Đền Lừ Ii,Other,
w12176703,12176703,residential,,Kđt Đền Lừ Ii,Other,
w12176741,12176741,residential,,Kđt Đền Lừ Ii,Other,
w12176908,12176908,residential,,Kđt Đền Lừ Ii,Other,
w12176945,12176945,residential,,Kđt Đền Lừ Ii,Other,
w12177034,12177034,residential,,Kđt Đền Lừ I,Other,
w12177198,12177198,residential,Ngõ 279 Đường Hoàng Mai - Tương Mai,Ngõ 279 Đường Hoàng Mai,Hoàng Mai,
w12177216,12177216,residential,Ngõ 108 Phố Mai Động - Tương Mai,Ngõ 108 Phố Mai Động,Mai Động,
w12177298,12177298,residential,Ngách 15 Ngõ Gốc Đề - Tương Mai,Ngách 15 Ngõ Gốc Đề,Gốc Đề,
w12191571,12191571,residential,Ngõ 124 Phố Vĩnh Tuy - Vĩnh Hưng,Ngõ 124 Phố Vĩnh Tuy,Vĩnh Tuy,
w25211489,25211489,primary,Đường Trần Khát Chân - Bạch Mai,Đường Trần Khát Chân,Trần Khát Chân,Voie Nº 222
w25933905,25933905,tertiary,Phố Bùi Huy Đáp - Yên Sở,Phố Bùi Huy Đáp,Bùi Huy Đáp,Ngõ 15 Đường Ngọc Hồi
w25934018,25934018,residential,Ngõ 61 Phố Lạc Trung - Vĩnh Tuy,Ngõ 61 Phố Lạc Trung,Lạc Trung,
w25934075,25934075,residential,Phố Mạc Thị Bưởi - Vĩnh Tuy,Phố Mạc Thị Bưởi,Mạc Thị Bưởi,
w25934078,25934078,residential,Ngõ 198 Phố Dương Văn Bé - Vĩnh Tuy,Ngõ 198 Phố Dương Văn Bé,Dương Văn Bé,Ngách 34/232 Phố Vĩnh Tuy
w25934106,25934106,service,Ngách 279/31 Đường Hoàng Mai - Tương Mai,Ngách 279/31 Đường Hoàng Mai,Hoàng Mai,
w25934132,25934132,service,Ngách 279/39 Đường Hoàng Mai - Tương Mai,Ngách 279/39 Đường Hoàng Mai,Hoàng Mai,
w25934156,25934156,service,Ngách 279/49 Đường Hoàng Mai - Tương Mai,Ngách 279/49 Đường Hoàng Mai,Hoàng Mai,
w25934171,25934171,service,Ngách 279/57 Đường Hoàng Mai - Tương Mai,Ngách 279/57 Đường Hoàng Mai,Hoàng Mai,
w25934267,25934267,service,Ngõ 192 Đường Tam Trinh - Hoàng Mai,Ngõ 192 Đường Tam Trinh,Tam Trinh,
w25934673,25934673,residential,Ngõ 6 Phố Miêu Nha - Xuân Phương,Ngõ 6 Phố Miêu Nha,Miêu Nha,
w25934677,25934677,residential,,,,
w25935853,25935853,tertiary,Đường Tứ Hiệp - Yên Sở,Đường Tứ Hiệp,Tứ Hiệp,
w25937214,25937214,tertiary,Phố Định Công - Định Công,Phố Định Công,Định Công,
w25953535,25953535,residential,Phố Ô Đồng Lầm - Văn Miếu - Quốc Tử Giám,Phố Ô Đồng Lầm,Ô Đồng Lầm,
